,indicator,Year,Sex,Race/Ethnicity,Value,Place,95pc_con_lvl-low,95pc_con_lvl-high
2601,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,White,28.0,"Las Vegas (Clark County), NV",23.9,32.2
2603,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,White,40.3,"Oakland (Alameda County), CA",26.3,59.0
2611,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,20.9,"San Diego County, CA",18.7,23.1
2615,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,21.8,"Portland (Multnomah County), OR",17.3,27.0
2621,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,24.3,"Las Vegas (Clark County), NV",21.2,27.4
2622,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,25.2,"Indianapolis (Marion County), IN",20.9,30.3
2625,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,28.9,"Columbus, OH",23.2,35.6
2626,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,30.5,"Philadelphia, PA",26.9,34.0
2640,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Asian/PI,12.2,"San Diego County, CA",8.0,17.9
2644,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Asian/PI,26.7,"Las Vegas (Clark County), NV",16.0,37.4
2663,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Black,40.4,"Las Vegas (Clark County), NV",26.4,54.4
2664,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Black,41.7,"Columbus, OH",29.1,58.1
2671,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Hispanic,11.2,"Las Vegas (Clark County), NV",6.0,16.4
2678,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Hispanic,15.9,"San Diego County, CA",11.9,20.8
2688,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Other,5.3,"Las Vegas (Clark County), NV",0.0,15.6
2706,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,White,22.9,"Portland (Multnomah County), OR",18.0,28.7
2707,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,White,23.1,"San Diego County, CA",20.1,26.0
2709,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,White,24.1,"Columbus, OH",18.0,31.6
2713,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,White,25.4,"Las Vegas (Clark County), NV",21.5,29.4
2719,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,18.0,"Portland (Multnomah County), OR",14.0,22.7
2724,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,20.4,"Columbus, OH",15.6,26.3
2727,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,21.5,"Indianapolis (Marion County), IN",17.6,26.2
2729,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,22.2,"Las Vegas (Clark County), NV",19.2,25.1
2730,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,22.2,"San Diego County, CA",19.9,24.4
2733,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,25.3,"Oakland (Alameda County), CA",19.1,32.8
2734,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,25.8,"Philadelphia, PA",22.5,29.0
2752,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Asian/PI,16.5,"Las Vegas (Clark County), NV",8.6,24.3
2764,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Black,26.0,"Las Vegas (Clark County), NV",15.2,36.9
2771,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Black,34.5,"San Diego County, CA",21.4,52.8
2776,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Black,41.1,"Oakland (Alameda County), CA",27.7,58.7
2788,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Hispanic,14.7,"San Diego County, CA",11.0,19.3
2792,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Hispanic,18.3,"Las Vegas (Clark County), NV",10.7,26.0
2800,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Other,3.7,"Las Vegas (Clark County), NV",0.0,11.1
2811,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,White,17.5,"Portland (Multnomah County), OR",13.3,22.6
2816,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,White,21.7,"Columbus, OH",15.7,29.3
2820,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,White,23.9,"Las Vegas (Clark County), NV",20.1,27.8
2824,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,White,26.0,"Oakland (Alameda County), CA",15.1,41.6
2825,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,White,26.7,"San Diego County, CA",23.5,30.0
2830,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,17.7,"San Francisco, CA",15.6,20.0
2833,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,18.7,"Indianapolis (Marion County), IN",15.1,23.1
2834,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,18.9,"Portland (Multnomah County), OR",14.9,23.6
2835,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,19.8,"San Diego County, CA",17.8,21.9
2837,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,20.3,"Fort Worth (Tarrant County), TX",17.4,23.3
2844,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,25.5,"Las Vegas (Clark County), NV",22.3,28.7
2846,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,26.6,"Philadelphia, PA",23.3,29.9
2847,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,27.1,"Columbus, OH",21.5,33.7
2849,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,31.1,"Oakland (Alameda County), CA",24.3,39.2
2862,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Asian/PI,14.8,"Las Vegas (Clark County), NV",7.3,22.3
2863,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Asian/PI,14.9,"San Francisco, CA",12.0,18.5
2865,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Asian/PI,24.7,"Oakland (Alameda County), CA",13.1,42.2
2872,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Black,21.3,"Fort Worth (Tarrant County), TX",13.9,31.3
2874,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Black,24.8,"San Francisco, CA",15.6,38.5
2882,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Black,30.1,"Las Vegas (Clark County), NV",18.5,41.7
2884,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Black,32.4,"Columbus, OH",21.3,47.1
2887,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Black,44.7,"Oakland (Alameda County), CA",30.8,62.8
2893,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Hispanic,12.3,"Las Vegas (Clark County), NV",7.0,17.6
2898,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Hispanic,14.7,"San Francisco, CA",9.2,22.4
2900,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Hispanic,16.9,"Fort Worth (Tarrant County), TX",10.2,26.4
2901,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Hispanic,17.8,"San Diego County, CA",13.7,22.7
2910,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,Other,19.7,"Las Vegas (Clark County), NV",0.4,39.0
2919,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,White,18.9,"Portland (Multnomah County), OR",14.7,24.0
2920,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,White,19.9,"San Francisco, CA",16.3,24.0
2925,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,White,21.2,"Fort Worth (Tarrant County), TX",17.6,24.8
2926,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,White,22.7,"San Diego County, CA",19.8,25.5
2931,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,White,26.1,"Columbus, OH",19.6,34.1
2933,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,White,27.6,"Oakland (Alameda County), CA",17.1,42.3
2934,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,White,27.9,"Las Vegas (Clark County), NV",23.8,32.0
2937,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,19.0,"Seattle, WA",14.7,24.6
2938,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,19.8,"Indianapolis (Marion County), IN",16.1,24.2
2940,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,19.9,"Oakland (Alameda County), CA",14.5,26.7
2941,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,19.9,"San Diego County, CA",17.8,22.0
2942,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,20.1,"Portland (Multnomah County), OR",16.0,24.9
2943,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,20.6,"Fort Worth (Tarrant County), TX",17.6,23.5
2948,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,24.7,"San Antonio, TX",21.5,27.9
2949,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,25.3,"Columbus, OH",20.0,31.6
2950,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,25.6,"Las Vegas (Clark County), NV",22.4,28.8
2951,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,26.1,"Philadelphia, PA",22.8,29.4
2952,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,26.6,"Detroit, MI",21.9,31.3
2961,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Asian/PI,16.9,"San Diego County, CA",12.1,23.0
2962,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Asian/PI,19.8,"Las Vegas (Clark County), NV",11.5,28.1
2974,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Black,25.9,"Fort Worth (Tarrant County), TX",17.5,37.0
2976,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Black,28.2,"Detroit, MI",23.0,33.4
2977,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Black,28.3,"Columbus, OH",18.3,41.8
2979,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Black,30.8,"Oakland (Alameda County), CA",19.3,46.6
2981,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Black,34.7,"Las Vegas (Clark County), NV",22.3,47.2
2982,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Black,39.5,"San Antonio, TX",25.6,58.3
2990,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Hispanic,13.1,"Las Vegas (Clark County), NV",7.0,19.1
2991,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Hispanic,13.6,"San Diego County, CA",10.2,17.7
2996,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Hispanic,20.4,"San Antonio, TX",16.5,25.0
3005,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,Other,3.8,"Las Vegas (Clark County), NV",0.0,11.4
3014,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,White,19.3,"Portland (Multnomah County), OR",15.0,24.5
3016,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,White,21.7,"San Diego County, CA",18.9,24.5
3018,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,White,22.3,"Fort Worth (Tarrant County), TX",18.6,26.0
3019,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,White,22.6,"Columbus, OH",16.6,29.9
3023,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,White,23.9,"Seattle, WA",18.1,32.1
3025,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,White,26.9,"San Antonio, TX",21.7,32.2
3026,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,White,27.7,"Las Vegas (Clark County), NV",23.6,31.8
3027,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,White,28.0,"Oakland (Alameda County), CA",16.8,43.7
3030,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,18.0,"Seattle, WA",13.8,23.4
3032,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,19.0,"San Diego County, CA",17.0,20.9
3033,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,19.8,"Indianapolis (Marion County), IN",16.1,24.2
3035,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,20.3,"Portland (Multnomah County), OR",16.3,25.0
3037,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,21.3,"Fort Worth (Tarrant County), TX",18.4,24.2
3038,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,22.5,"Las Vegas (Clark County), NV",19.6,25.5
3039,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,24.3,"San Antonio, TX",21.2,27.5
3040,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,24.4,"Philadelphia, PA",21.2,27.5
3043,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,28.5,"Columbus, OH",22.7,35.3
3044,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,All,32.5,"Oakland (Alameda County), CA",25.6,40.7
3049,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Asian/PI,9.5,"Las Vegas (Clark County), NV",3.9,15.2
3052,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Asian/PI,14.4,"San Diego County, CA",10.1,19.9
3053,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Asian/PI,20.3,"Seattle, WA",10.3,40.3
3054,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Asian/PI,28.7,"Oakland (Alameda County), CA",17.0,45.4
3060,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Black,17.7,"Seattle, WA",5.5,44.3
3062,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Black,27.2,"San Diego County, CA",16.6,42.0
3067,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Black,31.6,"Columbus, OH",20.6,46.3
3068,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Black,34.9,"Las Vegas (Clark County), NV",22.8,47.0
3069,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Black,37.9,"Fort Worth (Tarrant County), TX",27.9,50.2
3070,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Black,50.6,"Oakland (Alameda County), CA",35.8,69.5
3075,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Hispanic,14.3,"San Diego County, CA",10.8,18.4
3078,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Hispanic,19.2,"Las Vegas (Clark County), NV",11.7,26.8
3079,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Hispanic,20.4,"San Antonio, TX",16.4,24.5
3088,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,Other,5.3,"Las Vegas (Clark County), NV",0.0,15.6
3097,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,White,18.8,"Seattle, WA",13.7,26.3
3098,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,White,18.9,"Las Vegas (Clark County), NV",15.5,22.3
3100,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,White,20.5,"Portland (Multnomah County), OR",16.1,25.7
3101,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,White,20.5,"San Diego County, CA",17.8,23.2
3102,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,White,21.0,"Fort Worth (Tarrant County), TX",17.4,24.7
3105,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,White,27.3,"Oakland (Alameda County), CA",15.9,43.8
3106,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,White,27.8,"Columbus, OH",20.9,36.1
3107,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Female,White,30.1,"San Antonio, TX",24.6,35.7
3109,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,19.1,"Portland (Multnomah County), OR",15.1,23.7
3110,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,19.8,"San Diego County, CA",17.8,21.9
3111,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,20.4,"Indianapolis (Marion County), IN",16.6,24.8
3113,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,23.8,"Philadelphia, PA",20.7,26.9
3115,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,25.7,"Columbus, OH",20.3,32.1
3116,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,32.5,"Oakland (Alameda County), CA",25.8,40.5
3118,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,Asian/PI,13.3,"San Diego County, CA",9.2,18.4
3119,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,Asian/PI,29.1,"Oakland (Alameda County), CA",17.5,45.5
3123,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,Black,25.1,"Columbus, OH",15.7,38.0
3124,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,Black,29.9,"San Diego County, CA",18.5,45.7
3125,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,Black,40.8,"Oakland (Alameda County), CA",27.9,57.7
3129,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,Hispanic,15.6,"San Diego County, CA",12.1,19.9
3137,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,White,19.3,"Portland (Multnomah County), OR",15.0,24.5
3140,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,White,21.5,"San Diego County, CA",18.7,24.3
3141,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,White,27.5,"Columbus, OH",20.7,35.8
3142,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,White,31.8,"Oakland (Alameda County), CA",20.2,47.7
3144,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,19.7,"San Antonio, TX",16.3,23.2
3147,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,35.0,"San Francisco, CA",32.8,37.3
3148,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,36.7,"San Diego County, CA",34.5,39.0
3149,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,37.2,"Seattle, WA",32.2,42.8
3151,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,41.3,"Oakland (Alameda County), CA",34.7,47.9
3155,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,46.6,"Las Vegas (Clark County), NV",43.4,49.7
3160,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,54.9,"Philadelphia, PA",51.2,58.6
3162,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,58.2,"Indianapolis (Marion County), IN",53.1,63.7
3163,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,64.0,"Columbus, OH",57.1,71.0
3170,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,19.6,"Seattle, WA",11.6,33.1
3173,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,27.1,"Philadelphia, PA",13.4,40.8
3175,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,27.7,"San Diego County, CA",22.0,34.3
3176,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,27.8,"Las Vegas (Clark County), NV",19.8,35.8
3178,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,33.2,"San Francisco, CA",29.9,36.8
3179,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,37.6,"Oakland (Alameda County), CA",25.9,52.9
3186,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,39.2,"San Antonio, TX",27.6,54.0
3188,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,45.2,"Las Vegas (Clark County), NV",34.7,55.7
3189,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,46.7,"San Diego County, CA",34.6,61.8
3191,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,48.9,"Seattle, WA",30.2,76.1
3196,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,56.2,"San Francisco, CA",45.9,68.5
3199,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,58.7,"Oakland (Alameda County), CA",45.9,73.9
3200,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,63.9,"Philadelphia, PA",57.7,70.2
3202,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,64.8,"Columbus, OH",52.2,79.6
3203,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,65.6,"Indianapolis (Marion County), IN",54.0,79.0
3206,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,14.7,"Philadelphia, PA",6.7,22.8
3207,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,15.6,"Las Vegas (Clark County), NV",10.5,20.8
3210,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,19.7,"San Antonio, TX",16.3,23.2
3212,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,20.7,"San Francisco, CA",15.5,27.1
3213,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,21.2,"San Diego County, CA",17.0,25.5
3236,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,35.3,"Oakland (Alameda County), CA",25.4,47.7
3237,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,35.9,"San Francisco, CA",32.5,39.7
3238,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,39.3,"Seattle, WA",33.3,46.5
3240,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,41.0,"San Diego County, CA",38.2,43.8
3243,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,46.8,"San Antonio, TX",41.7,52.0
3250,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,54.3,"Philadelphia, PA",49.1,59.6
3251,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,54.9,"Las Vegas (Clark County), NV",50.8,59.0
3252,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,57.9,"Indianapolis (Marion County), IN",52.0,64.4
3254,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,66.7,"Columbus, OH",58.1,75.4
3255,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,12.7,"San Antonio, TX",9.4,16.8
3259,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,27.3,"San Francisco, CA",24.7,30.2
3260,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,29.6,"Seattle, WA",23.7,36.8
3262,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,30.7,"San Diego County, CA",28.0,33.4
3270,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,40.8,"Las Vegas (Clark County), NV",36.7,44.8
3272,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,48.6,"Indianapolis (Marion County), IN",42.5,55.4
