,indicator,year,sex,race_ethnicity,value,place,95pc_con_lvl-low,95pc_con_lvl-high
25837,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,470.4,"Portland (Multnomah County), OR",379.7,561.2
25838,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,507.9,"San Diego County, CA",490.2,525.5
25839,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,547.0,"Oakland (Alameda County), CA",474.0,619.9
25842,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,630.1,"Columbus, OH",489.3,798.9
25843,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,696.5,"Philadelphia, PA",649.5,743.4
25845,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Multiracial,371.0,"Philadelphia, PA",281.5,460.5
25847,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Other,240.2,"Columbus, OH",150.5,363.7
25848,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Other,433.9,"Oakland (Alameda County), CA",321.0,573.7
25849,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Other,735.5,"Portland (Multnomah County), OR",544.1,972.3
25851,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,637.9,"San Diego County, CA",627.3,648.5
25852,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,644.4,"Oakland (Alameda County), CA",599.5,689.3
25854,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,720.7,"Portland (Multnomah County), OR",700.1,741.3
25857,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,763.5,"Philadelphia, PA",744.8,782.1
25858,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,792.9,"Indianapolis (Marion County), IN",770.8,815.5
25859,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,1006.8,"Columbus, OH",973.6,1039.9
25860,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,507.0,"San Diego County, CA",497.0,516.9
25861,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,589.3,"Oakland (Alameda County), CA",558.5,620.1
25862,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,590.7,"Portland (Multnomah County), OR",567.8,613.5
25865,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,671.3,"Indianapolis (Marion County), IN",649.1,694.2
25867,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,723.3,"Philadelphia, PA",706.5,740.0
25868,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,832.5,"Columbus, OH",800.0,865.0
25869,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,698.8,"San Diego County, CA",685.5,712.2
25870,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,778.9,"Oakland (Alameda County), CA",738.1,819.8
25871,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,861.3,"Portland (Multnomah County), OR",828.7,893.9
25874,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,1008.3,"Indianapolis (Marion County), IN",975.7,1041.8
25876,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,1089.9,"Philadelphia, PA",1064.8,1115.1
25877,"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,1269.0,"Columbus, OH",1220.0,1317.9
25882,Life Expectancy at Birth (Years),2010,Both,All,78.3,"Fort Worth (Tarrant County), TX",78.1,78.4
25884,Life Expectancy at Birth (Years),2010,Both,All,80.0,"Oakland (Alameda County), CA",79.5,80.6
25887,Life Expectancy at Birth (Years),2010,Both,All,82.1,"Seattle, WA",81.7,82.5
25889,Life Expectancy at Birth (Years),2010,Both,Asian/PI,86.2,"Oakland (Alameda County), CA",84.8,87.6
25891,Life Expectancy at Birth (Years),2010,Both,Asian/PI,86.8,"Seattle, WA",85.8,87.9
25897,Life Expectancy at Birth (Years),2010,Both,Black,73.2,"Oakland (Alameda County), CA",72.1,74.2
25899,Life Expectancy at Birth (Years),2010,Both,Black,75.3,"Seattle, WA",73.8,76.9
25905,Life Expectancy at Birth (Years),2010,Both,Hispanic,84.0,"Oakland (Alameda County), CA",82.2,85.8
25907,Life Expectancy at Birth (Years),2010,Both,Hispanic,84.4,"Seattle, WA",82.1,86.6
25916,Life Expectancy at Birth (Years),2010,Both,White,82.0,"Oakland (Alameda County), CA",81.1,82.9
25917,Life Expectancy at Birth (Years),2010,Both,White,82.2,"Seattle, WA",81.8,82.7
25923,Life Expectancy at Birth (Years),2010,Female,All,80.4,"Fort Worth (Tarrant County), TX",80.1,80.6
25927,Life Expectancy at Birth (Years),2010,Female,All,83.0,"Oakland (Alameda County), CA",82.2,83.8
25930,Life Expectancy at Birth (Years),2010,Female,All,84.3,"Seattle, WA",83.8,84.9
25937,Life Expectancy at Birth (Years),2010,Male,All,76.0,"Fort Worth (Tarrant County), TX",75.7,76.3
25939,Life Expectancy at Birth (Years),2010,Male,All,76.8,"Oakland (Alameda County), CA",76.1,77.6
25942,Life Expectancy at Birth (Years),2010,Male,All,79.6,"Seattle, WA",79.1,80.2
25943,Life Expectancy at Birth (Years),2011,Both,All,72.0,"Detroit, MI",72.0,73.0
25946,Life Expectancy at Birth (Years),2011,Both,All,78.6,"Fort Worth (Tarrant County), TX",78.4,78.8
25948,Life Expectancy at Birth (Years),2011,Both,All,79.2,"Portland (Multnomah County), OR",78.8,79.5
25953,Life Expectancy at Birth (Years),2011,Both,All,82.0,"Seattle, WA",81.6,82.4
25955,Life Expectancy at Birth (Years),2011,Both,American Indian/Alaska Native,80.0,"Portland (Multnomah County), OR",76.3,83.8
25957,Life Expectancy at Birth (Years),2011,Both,Asian/PI,85.2,"Seattle, WA",84.2,86.2
25961,Life Expectancy at Birth (Years),2011,Both,Asian/PI,88.0,"Portland (Multnomah County), OR",86.4,89.7
25963,Life Expectancy at Birth (Years),2011,Both,Black,72.0,"Detroit, MI",71.0,73.0
25966,Life Expectancy at Birth (Years),2011,Both,Black,74.8,"Portland (Multnomah County), OR",73.1,76.5
25968,Life Expectancy at Birth (Years),2011,Both,Black,75.8,"Seattle, WA",74.3,77.3
25977,Life Expectancy at Birth (Years),2011,Both,Hispanic,86.8,"Seattle, WA",84.2,89.4
25978,Life Expectancy at Birth (Years),2011,Both,Hispanic,87.8,"Portland (Multnomah County), OR",85.4,90.2
25981,Life Expectancy at Birth (Years),2011,Both,White,75.0,"Detroit, MI",74.0,76.0
25984,Life Expectancy at Birth (Years),2011,Both,White,78.9,"Portland (Multnomah County), OR",78.5,79.3
25989,Life Expectancy at Birth (Years),2011,Both,White,82.2,"Seattle, WA",81.7,82.6
25990,Life Expectancy at Birth (Years),2011,Female,All,76.0,"Detroit, MI",75.0,77.0
25994,Life Expectancy at Birth (Years),2011,Female,All,80.7,"Fort Worth (Tarrant County), TX",80.4,80.9
25996,Life Expectancy at Birth (Years),2011,Female,All,81.6,"Portland (Multnomah County), OR",81.1,82.0
26000,Life Expectancy at Birth (Years),2011,Female,All,84.5,"Seattle, WA",83.9,85.0
26001,Life Expectancy at Birth (Years),2011,Male,All,68.0,"Detroit, MI",67.0,69.0
26006,Life Expectancy at Birth (Years),2011,Male,All,76.4,"Fort Worth (Tarrant County), TX",76.1,76.6
26007,Life Expectancy at Birth (Years),2011,Male,All,76.7,"Portland (Multnomah County), OR",76.2,77.2
26010,Life Expectancy at Birth (Years),2011,Male,All,79.4,"Seattle, WA",78.9,80.0
26012,Life Expectancy at Birth (Years),2012,Both,All,69.0,"Oakland (Alameda County), CA",68.3,69.6
26013,Life Expectancy at Birth (Years),2012,Both,All,73.0,"Detroit, MI",72.0,73.0
26014,Life Expectancy at Birth (Years),2012,Both,All,75.1,"Columbus, OH",75.1,75.2
26016,Life Expectancy at Birth (Years),2012,Both,All,77.7,"Indianapolis (Marion County), IN",77.4,78.0
26020,Life Expectancy at Birth (Years),2012,Both,All,78.6,"Fort Worth (Tarrant County), TX",78.4,78.8
26022,Life Expectancy at Birth (Years),2012,Both,All,79.5,"Portland (Multnomah County), OR",79.2,79.9
26026,Life Expectancy at Birth (Years),2012,Both,All,82.0,"Seattle, WA",81.6,82.4
26028,Life Expectancy at Birth (Years),2012,Both,American Indian/Alaska Native,78.4,"Portland (Multnomah County), OR",74.3,82.5
26031,Life Expectancy at Birth (Years),2012,Both,Asian/PI,84.4,"Portland (Multnomah County), OR",83.2,85.7
26032,Life Expectancy at Birth (Years),2012,Both,Asian/PI,84.8,"Oakland (Alameda County), CA",83.5,86.2
26033,Life Expectancy at Birth (Years),2012,Both,Asian/PI,86.7,"Seattle, WA",85.6,87.7
26037,Life Expectancy at Birth (Years),2012,Both,Black,72.0,"Detroit, MI",71.0,73.0
26038,Life Expectancy at Birth (Years),2012,Both,Black,72.6,"Oakland (Alameda County), CA",71.5,73.7
26040,Life Expectancy at Birth (Years),2012,Both,Black,73.6,"Portland (Multnomah County), OR",72.0,75.2
26041,Life Expectancy at Birth (Years),2012,Both,Black,73.7,"Columbus, OH",73.6,73.8
26043,Life Expectancy at Birth (Years),2012,Both,Black,74.9,"Indianapolis (Marion County), IN",74.3,75.6
26046,Life Expectancy at Birth (Years),2012,Both,Black,77.1,"Seattle, WA",75.4,78.7
26051,Life Expectancy at Birth (Years),2012,Both,Hispanic,83.1,"Oakland (Alameda County), CA",81.3,84.9
26055,Life Expectancy at Birth (Years),2012,Both,Hispanic,86.6,"Portland (Multnomah County), OR",84.5,88.7
26056,Life Expectancy at Birth (Years),2012,Both,Hispanic,87.5,"Seattle, WA",85.1,89.9
26057,Life Expectancy at Birth (Years),2012,Both,Hispanic,90.5,"Indianapolis (Marion County), IN",87.7,93.3
26063,Life Expectancy at Birth (Years),2012,Both,White,75.0,"Detroit, MI",74.0,76.0
26064,Life Expectancy at Birth (Years),2012,Both,White,75.2,"Columbus, OH",75.2,75.3
26066,Life Expectancy at Birth (Years),2012,Both,White,78.4,"Indianapolis (Marion County), IN",78.0,78.7
26068,Life Expectancy at Birth (Years),2012,Both,White,79.4,"Portland (Multnomah County), OR",79.0,79.8
26070,Life Expectancy at Birth (Years),2012,Both,White,80.8,"Oakland (Alameda County), CA",79.9,81.8
26073,Life Expectancy at Birth (Years),2012,Both,White,81.7,"Seattle, WA",81.2,82.1
26075,Life Expectancy at Birth (Years),2012,Female,All,76.0,"Detroit, MI",76.0,77.0
26076,Life Expectancy at Birth (Years),2012,Female,All,77.7,"Columbus, OH",77.6,77.7
26080,Life Expectancy at Birth (Years),2012,Female,All,80.6,"Fort Worth (Tarrant County), TX",80.4,80.9
26081,Life Expectancy at Birth (Years),2012,Female,All,81.0,"Indianapolis (Marion County), IN",80.6,81.4
26084,Life Expectancy at Birth (Years),2012,Female,All,82.0,"Portland (Multnomah County), OR",81.5,82.4
26085,Life Expectancy at Birth (Years),2012,Female,All,82.2,"Oakland (Alameda County), CA",81.5,83.0
26089,Life Expectancy at Birth (Years),2012,Female,All,84.6,"Seattle, WA",84.1,85.2
26090,Life Expectancy at Birth (Years),2012,Male,All,69.0,"Detroit, MI",68.0,69.0
26092,Life Expectancy at Birth (Years),2012,Male,All,72.5,"Columbus, OH",72.4,72.6
26094,Life Expectancy at Birth (Years),2012,Male,All,74.2,"Indianapolis (Marion County), IN",73.8,74.7
26097,Life Expectancy at Birth (Years),2012,Male,All,76.4,"Fort Worth (Tarrant County), TX",76.2,76.7
26099,Life Expectancy at Birth (Years),2012,Male,All,76.5,"Oakland (Alameda County), CA",75.7,77.3
26100,Life Expectancy at Birth (Years),2012,Male,All,77.0,"Portland (Multnomah County), OR",76.5,77.5
26103,Life Expectancy at Birth (Years),2012,Male,All,79.2,"Seattle, WA",78.6,79.7
26105,Life Expectancy at Birth (Years),2013,Both,All,73.0,"Detroit, MI",72.0,73.0
26109,Life Expectancy at Birth (Years),2013,Both,All,77.9,"Indianapolis (Marion County), IN",77.5,78.2
26110,Life Expectancy at Birth (Years),2013,Both,All,78.8,"Fort Worth (Tarrant County), TX",78.6,78.9
26112,Life Expectancy at Birth (Years),2013,Both,All,79.2,"Portland (Multnomah County), OR",78.8,79.5
26114,Life Expectancy at Birth (Years),2013,Both,All,79.7,"Oakland (Alameda County), CA",79.2,80.3
26122,Life Expectancy at Birth (Years),2013,Both,American Indian/Alaska Native,74.1,"Portland (Multnomah County), OR",70.4,77.9
26124,Life Expectancy at Birth (Years),2013,Both,Asian/PI,84.9,"Oakland (Alameda County), CA",83.7,86.2
26126,Life Expectancy at Birth (Years),2013,Both,Asian/PI,86.5,"Portland (Multnomah County), OR",85.2,87.8
26130,Life Expectancy at Birth (Years),2013,Both,Black,72.0,"Detroit, MI",72.0,73.0
26131,Life Expectancy at Birth (Years),2013,Both,Black,73.0,"Oakland (Alameda County), CA",72.0,74.1
26134,Life Expectancy at Birth (Years),2013,Both,Black,74.3,"Portland (Multnomah County), OR",72.7,75.8
26135,Life Expectancy at Birth (Years),2013,Both,Black,74.9,"Indianapolis (Marion County), IN",74.2,75.6
26141,Life Expectancy at Birth (Years),2013,Both,Hispanic,79.0,"Portland (Multnomah County), OR",77.5,80.6
26146,Life Expectancy at Birth (Years),2013,Both,Hispanic,83.1,"Oakland (Alameda County), CA",81.2,85.0
26149,Life Expectancy at Birth (Years),2013,Both,Hispanic,88.1,"Indianapolis (Marion County), IN",85.5,90.7
26153,Life Expectancy at Birth (Years),2013,Both,White,76.0,"Detroit, MI",75.0,77.0
26155,Life Expectancy at Birth (Years),2013,Both,White,78.7,"Indianapolis (Marion County), IN",78.3,79.1
26157,Life Expectancy at Birth (Years),2013,Both,White,79.2,"Portland (Multnomah County), OR",78.8,79.6
26163,Life Expectancy at Birth (Years),2013,Both,White,81.8,"Oakland (Alameda County), CA",80.8,82.8
26165,Life Expectancy at Birth (Years),2013,Female,All,77.0,"Detroit, MI",76.0,77.0
26169,Life Expectancy at Birth (Years),2013,Female,All,80.6,"Fort Worth (Tarrant County), TX",80.4,80.9
26170,Life Expectancy at Birth (Years),2013,Female,All,80.7,"Indianapolis (Marion County), IN",80.3,81.2
26172,Life Expectancy at Birth (Years),2013,Female,All,81.6,"Portland (Multnomah County), OR",81.1,82.0
26174,Life Expectancy at Birth (Years),2013,Female,All,82.4,"Oakland (Alameda County), CA",81.7,83.2
26180,Life Expectancy at Birth (Years),2013,Male,All,69.0,"Detroit, MI",68.0,69.0
26183,Life Expectancy at Birth (Years),2013,Male,All,74.8,"Indianapolis (Marion County), IN",74.3,75.3
26186,Life Expectancy at Birth (Years),2013,Male,All,76.7,"Fort Worth (Tarrant County), TX",76.5,77.0
26187,Life Expectancy at Birth (Years),2013,Male,All,76.7,"Portland (Multnomah County), OR",76.2,77.1
26189,Life Expectancy at Birth (Years),2013,Male,All,76.9,"Oakland (Alameda County), CA",76.1,77.6
26195,Life Expectancy at Birth (Years),2014,Both,All,73.0,"Detroit, MI",72.0,73.0
26198,Life Expectancy at Birth (Years),2014,Both,All,77.6,"Indianapolis (Marion County), IN",77.2,77.9
26199,Life Expectancy at Birth (Years),2014,Both,All,78.7,"Fort Worth (Tarrant County), TX",78.5,78.9
26201,Life Expectancy at Birth (Years),2014,Both,All,79.6,"Portland (Multnomah County), OR",79.2,79.9
26202,Life Expectancy at Birth (Years),2014,Both,All,80.3,"Oakland (Alameda County), CA",79.7,80.8
26206,Life Expectancy at Birth (Years),2014,Both,All,82.8,"Seattle, WA",82.4,83.1
26207,Life Expectancy at Birth (Years),2014,Both,American Indian/Alaska Native,78.8,"Portland (Multnomah County), OR",75.7,81.9
26209,Life Expectancy at Birth (Years),2014,Both,Asian/PI,85.9,"Seattle, WA",85.0,86.9
26210,Life Expectancy at Birth (Years),2014,Both,Asian/PI,86.2,"Portland (Multnomah County), OR",84.9,87.5
26211,Life Expectancy at Birth (Years),2014,Both,Asian/PI,86.4,"Oakland (Alameda County), CA",85.1,87.7
26214,Life Expectancy at Birth (Years),2014,Both,Black,72.0,"Detroit, MI",72.0,73.0
26216,Life Expectancy at Birth (Years),2014,Both,Black,73.0,"Oakland (Alameda County), CA",71.9,74.2
26218,Life Expectancy at Birth (Years),2014,Both,Black,74.4,"Indianapolis (Marion County), IN",73.7,75.1
26219,Life Expectancy at Birth (Years),2014,Both,Black,75.5,"Portland (Multnomah County), OR",74.0,76.9
26223,Life Expectancy at Birth (Years),2014,Both,Black,78.6,"Seattle, WA",77.2,80.0
26226,Life Expectancy at Birth (Years),2014,Both,Hispanic,83.3,"Oakland (Alameda County), CA",81.5,85.0
26227,Life Expectancy at Birth (Years),2014,Both,Hispanic,83.3,"Portland (Multnomah County), OR",81.5,85.1
26229,Life Expectancy at Birth (Years),2014,Both,Hispanic,85.5,"Seattle, WA",83.5,87.5
26231,Life Expectancy at Birth (Years),2014,Both,Hispanic,97.6,"Indianapolis (Marion County), IN",94.2,100.9
26232,Life Expectancy at Birth (Years),2014,Both,Other,71.6,"Seattle, WA",65.3,77.8
26235,Life Expectancy at Birth (Years),2014,Both,White,77.0,"Detroit, MI",76.0,77.0
26236,Life Expectancy at Birth (Years),2014,Both,White,78.4,"Indianapolis (Marion County), IN",78.0,78.8
26239,Life Expectancy at Birth (Years),2014,Both,White,79.6,"Portland (Multnomah County), OR",79.3,80.0
26242,Life Expectancy at Birth (Years),2014,Both,White,82.4,"Oakland (Alameda County), CA",81.5,83.4
26243,Life Expectancy at Birth (Years),2014,Both,White,82.8,"Seattle, WA",82.4,83.2
26244,Life Expectancy at Birth (Years),2014,Female,All,77.0,"Detroit, MI",76.0,77.0
26248,Life Expectancy at Birth (Years),2014,Female,All,80.1,"Indianapolis (Marion County), IN",79.7,80.6
26249,Life Expectancy at Birth (Years),2014,Female,All,80.7,"Fort Worth (Tarrant County), TX",80.5,80.9
26252,Life Expectancy at Birth (Years),2014,Female,All,81.9,"Portland (Multnomah County), OR",81.4,82.3
26253,Life Expectancy at Birth (Years),2014,Female,All,83.0,"Oakland (Alameda County), CA",82.2,83.7
26257,Life Expectancy at Birth (Years),2014,Female,All,85.5,"Seattle, WA",85.0,86.0
26258,Life Expectancy at Birth (Years),2014,Male,All,69.0,"Detroit, MI",68.0,69.0
26261,Life Expectancy at Birth (Years),2014,Male,All,74.8,"Indianapolis (Marion County), IN",74.3,75.3
26265,Life Expectancy at Birth (Years),2014,Male,All,76.5,"Fort Worth (Tarrant County), TX",76.3,76.8
26266,Life Expectancy at Birth (Years),2014,Male,All,77.2,"Portland (Multnomah County), OR",76.7,77.7
26268,Life Expectancy at Birth (Years),2014,Male,All,77.5,"Oakland (Alameda County), CA",76.7,78.2
26270,Life Expectancy at Birth (Years),2014,Male,All,79.9,"Seattle, WA",79.4,80.4
26272,Life Expectancy at Birth (Years),2015,Both,All,74.5,"Columbus, OH",74.5,74.6
26275,Life Expectancy at Birth (Years),2015,Both,All,79.3,"Portland (Multnomah County), OR",79.0,79.7
26276,Life Expectancy at Birth (Years),2015,Both,All,79.7,"Oakland (Alameda County), CA",79.1,80.2
26280,Life Expectancy at Birth (Years),2015,Both,All,83.4,"Seattle, WA",83.1,83.8
26282,Life Expectancy at Birth (Years),2015,Both,Asian/PI,84.8,"Oakland (Alameda County), CA",83.7,86.0
26283,Life Expectancy at Birth (Years),2015,Both,Asian/PI,85.2,"Portland (Multnomah County), OR",84.0,86.4
26285,Life Expectancy at Birth (Years),2015,Both,Asian/PI,87.0,"Seattle, WA",86.1,87.9
26289,Life Expectancy at Birth (Years),2015,Both,Black,72.8,"Oakland (Alameda County), CA",71.8,73.9
26290,Life Expectancy at Birth (Years),2015,Both,Black,73.2,"Columbus, OH",73.1,73.3
26292,Life Expectancy at Birth (Years),2015,Both,Black,74.5,"Portland (Multnomah County), OR",73.0,76.0
26296,Life Expectancy at Birth (Years),2015,Both,Black,79.1,"Seattle, WA",77.8,80.4
26300,Life Expectancy at Birth (Years),2015,Both,Hispanic,83.6,"Oakland (Alameda County), CA",81.7,85.5
26302,Life Expectancy at Birth (Years),2015,Both,Hispanic,86.7,"Portland (Multnomah County), OR",84.8,88.5
26303,Life Expectancy at Birth (Years),2015,Both,Hispanic,96.8,"Seattle, WA",93.7,99.9
26305,Life Expectancy at Birth (Years),2015,Both,Other,72.5,"Seattle, WA",68.5,76.5
26306,Life Expectancy at Birth (Years),2015,Both,Other,81.5,"Portland (Multnomah County), OR",78.5,84.6
26310,Life Expectancy at Birth (Years),2015,Both,White,74.6,"Columbus, OH",74.5,74.6
26313,Life Expectancy at Birth (Years),2015,Both,White,79.4,"Portland (Multnomah County), OR",79.0,79.7
26317,Life Expectancy at Birth (Years),2015,Both,White,81.4,"Oakland (Alameda County), CA",80.5,82.4
26318,Life Expectancy at Birth (Years),2015,Both,White,83.5,"Seattle, WA",83.1,83.9
26319,Life Expectancy at Birth (Years),2015,Female,All,77.4,"Columbus, OH",77.3,77.5
26322,Life Expectancy at Birth (Years),2015,Female,All,81.7,"Portland (Multnomah County), OR",81.2,82.1
26323,Life Expectancy at Birth (Years),2015,Female,All,82.0,"Oakland (Alameda County), CA",81.3,82.7
26327,Life Expectancy at Birth (Years),2015,Female,All,85.8,"Seattle, WA",85.3,86.3
26328,Life Expectancy at Birth (Years),2015,Male,All,71.6,"Columbus, OH",71.6,71.7
26331,Life Expectancy at Birth (Years),2015,Male,All,76.9,"Portland (Multnomah County), OR",76.5,77.4
26333,Life Expectancy at Birth (Years),2015,Male,All,77.3,"Oakland (Alameda County), CA",76.5,78.1
26336,Life Expectancy at Birth (Years),2015,Male,All,80.9,"Seattle, WA",80.3,81.4
26338,Life Expectancy at Birth (Years),2016,Both,All,79.7,"Portland (Multnomah County), OR",79.4,80.1
26339,Life Expectancy at Birth (Years),2016,Both,All,80.0,"Oakland (Alameda County), CA",79.5,80.5
26340,Life Expectancy at Birth (Years),2016,Both,Asian/PI,85.9,"Portland (Multnomah County), OR",84.6,87.1
26341,Life Expectancy at Birth (Years),2016,Both,Asian/PI,86.0,"Oakland (Alameda County), CA",84.8,87.3
26343,Life Expectancy at Birth (Years),2016,Both,Black,72.9,"Oakland (Alameda County), CA",71.9,74.0
26344,Life Expectancy at Birth (Years),2016,Both,Black,76.7,"Portland (Multnomah County), OR",75.2,78.1
26345,Life Expectancy at Birth (Years),2016,Both,Hispanic,83.4,"Oakland (Alameda County), CA",81.3,85.5
26346,Life Expectancy at Birth (Years),2016,Both,Hispanic,86.4,"Portland (Multnomah County), OR",84.3,88.5
26347,Life Expectancy at Birth (Years),2016,Both,Other,78.5,"Portland (Multnomah County), OR",75.3,81.7
26350,Life Expectancy at Birth (Years),2016,Both,White,80.1,"Portland (Multnomah County), OR",79.8,80.5
26351,Life Expectancy at Birth (Years),2016,Both,White,81.1,"Oakland (Alameda County), CA",80.2,82.1
26353,Life Expectancy at Birth (Years),2016,Female,All,82.3,"Oakland (Alameda County), CA",81.6,83.0
26354,Life Expectancy at Birth (Years),2016,Female,All,82.4,"Portland (Multnomah County), OR",82.0,82.8
26356,Life Expectancy at Birth (Years),2016,Male,All,77.1,"Portland (Multnomah County), OR",76.6,77.5
26357,Life Expectancy at Birth (Years),2016,Male,All,77.5,"Oakland (Alameda County), CA",76.8,78.3
